Score,Text
4,"Have had this before, good smooth coffee made  quickly. Not the best (there are better) but its better than most.Ordered it here because its cheaper. Came very quickly and packed well."
5,Have tried lots of different favors and this is by far the best.  Not too strong and no nasty aftertaste like some leave.  This is now the only flavor I buy!
5,"Nantucket Blend is my very favorite K=cup.  This is a little surprising since I have always preferred really strong bold coffee, but the smooth flavor of Nantucket has really won me over.  I think I will order another box as soon I as finish this!"
5,I really like this coffee it has a smooth taste to it.  I also like the ability to buy in bulk so that I don't run out so often.
5,One of my favorite coffees by Green Mountain.  Huge savings by ordering through Amazon versus grocery stores or other sites.  Coffee does come loose in the box but I like to use my handy dandy lazy susan to hold them anyway. :)
5,"The Green Mountain coffee, Nantucket Blend K-Cup is a very smooth taste.  I don't like the bold coffees, so this one is right down my alley.  I would definitely purchase this one again."
1,"Was pleased with the packaging and prompt delivery however EVERY SINGLE PACKAGE WAS EMPTY.  No coffee inside.  No broken seals or holes, just nicely sealed empty k-cups.  Would like coffee with my coffee"
5,so I love the Kcup system. This coffee is one of the best of the Kcup coffees I have tried.  It is not too strong but has great flavor.
5,"My husband and I are in love with this coffee.<br />We both wanted something that is similar to folgers without having to use the my-k-cup everytime.<br /><br />This is mellow, not to light and has great flavor with milk and sugar (thats all we use)"
5,The Green Mountain Nantucket Blend K-Cup portion pack for Keurig is a great coffee and everything is fresh and packaged nicely.
5,Nantucket is my husband's favorite K-cup coffee. He has a Keurig coffeemaker at work and at home.<br />You can't beat the convenience and taste.
5,Have tried most all of the k - cup types of coffee and have decided that the nantucket blend is the best tasting cup of coffee available anywhere. Always a perfect taste and very good mouth appeal . LOVE THIS COFFEE !!!!
5,"Nantucket Blend by Green Mountain is the best coffee I ever tasted.  Some coffee is just too strong and bitter for my sensitive taste buds, this is just perfect!"
3,"A matter of taste, I prefer darker, richer roasts. This one is lighter on the coffee aroma and flavor and heavy on the acidity. A true ""medium"" coffee, I would say."
5,This is our favorite flavor of all of the Keurig choices. Just enough kick but still relatively mild.  Great price too!
5,I love the Green Mountain Nantucket coffee. It is every thing I hoped it would be.The taste and aroma is awesome. I certainly will purchase it again and again. Try it. You just might love it as I do. I get my coffee through Amazon and it is so easy and delivery is quick.  Pamela Hebert
5,"I've used this coffee before and after trying others, I seem to go back to it.  It's just a nice cup of morning coffee and the price for this produch was very good too."
5,"I absolutely LOVE the Nantucket Blend! Its not too bold, but yet not too weak either! The flavor is great and with a splash of creamer I'm out the door!"
5,This is delicious coffee.  I love K-cups and the price is right on Amazon.  This is a great cup of coffee anytime of the day.  I will purchase this again.
5,We enjoy Green Mountain Coffee Nantucket Blend K-Cups so much that I subscribe for a monthly delivery.  There are other coffees we like but Nantucket Blend is our favorite for our Breakfast Brew.  The price is reasonable for K-Cups too.
4,"This is excellent product, great for coffee lovers. The K-cups are very consistent and considering the price, much better than a trip to the coffee shop."
5,"This is my favorite coffee and the price is the cheapest I have seen anywhere. My husband and I drink a lot of coffee and we are very satisfied with the price and we are very pleased with Amazon, we order a lot from here. Very good service."
5,"A wonderful blend, very tasty, absolutely no bitterness like some french roasts I've had. The product was shipped on time and in perfect condition. I fully reccommend this coffee."
5,I have tried a wide verity of Green Mountain coffees and this one is the best. Smooth taste but yet not week tasting at all. No bitter or after taste. Just great coffee!
5,Delivery was fast and the best coffee for all the lovers of a great tasting coffee. Would recommend it to everyone excellent gift for a coffee drinker.
4,"This is one of the 1st kcups I have tried.  I have used kcups for many years.  Some are bland, some are too strong this just right.  Prices vary, but still is a good cup."
4,"This is a nice coffee...a go-to coffee I rely on.  It's not bitter, has a good aftertaste, and has a smooth body."
5,"Love this coffee - tastes great, and the aroma while brewing is simply wonderful...I would definitely purchase more. Good price too."
5,"Completely satisfied with this purchase. Product arrived in a timely manner and the product was as stated. A great product at a great price, will definitely buy again."
